TimeStamp,o,h,l,c,v
2024-06-19,515.0,516.9,509.2,512.0,24004
2024-06-20,511.0,520.0,511.0,517.9,32735
2024-06-23,520.0,526.0,515.2,523.9,45892
2024-06-24,523.9,565.0,523.9,534.0,131365
2024-06-25,537.0,545.0,525.4,525.4,45884
2024-06-26,525.3,527.7,516.0,519.0,36956
2024-06-27,519.0,530.4,513.1,527.0,37439
2024-06-30,527.0,545.0,527.0,530.0,66423
2024-07-01,539.0,565.0,532.0,558.2,124491
2024-07-02,569.3,575.0,548.0,555.0,122421
2024-07-03,554.0,571.0,540.1,547.9,68990
2024-07-04,549.0,555.0,540.0,546.3,72661
2024-07-07,544.0,554.8,542.1,542.2,36957
2024-07-08,542.2,571.0,540.0,559.0,119612
2024-07-09,569.9,569.9,553.0,554.0,53135
2024-07-10,565.0,587.5,560.0,566.0,45100
2024-07-11,577.3,622.6,561.1,622.6,288240
2024-07-14,635.0,673.0,612.0,643.0,193415
2024-07-15,631.0,649.2,612.5,616.1,107555
2024-07-16,620.0,639.4,618.1,621.9,104986
2024-07-17,630.0,630.0,615.0,617.2,62313
2024-07-18,627.0,634.0,619.0,623.9,53787
2024-07-21,630.0,637.0,620.0,620.0,73077
2024-07-22,632.4,650.0,623.0,623.0,53314
2024-07-23,635.4,635.4,615.0,619.0,81071
2024-07-24,617.0,636.4,612.0,630.0,60256
2024-07-25,642.0,689.9,630.0,681.0,135044
2024-07-28,682.0,700.0,667.0,668.0,150815
2024-07-29,681.3,699.9,657.0,674.0,138523
2024-07-30,686.9,695.0,665.0,683.5,94528
2024-07-31,697.1,706.0,685.1,700.0,93314
2024-08-01,713.9,725.0,690.9,702.9,154596
2024-08-04,706.0,728.0,705.0,707.1,108258
2024-08-05,721.2,721.2,690.0,703.0,91311
2024-08-06,717.0,717.0,689.1,700.0,145638
2024-08-07,714.0,755.0,700.0,743.0,182228
2024-08-08,757.8,798.0,744.0,777.1,160147
2024-08-11,777.1,798.0,758.6,767.0,171819
2024-08-12,767.0,775.0,731.0,742.0,139363
2024-08-13,727.2,734.9,677.0,679.0,221383
2024-08-14,676.0,739.9,656.0,723.0,119754
2024-08-15,736.9,751.0,703.0,710.0,87699
2024-08-18,724.2,738.0,711.0,725.0,108187
2024-08-19,725.0,790.0,725.0,756.0,177910
2024-08-20,769.0,800.0,758.0,781.0,181708
2024-08-21,796.0,850.0,781.0,838.0,202548
2024-08-22,854.7,890.0,794.0,821.0,180405
2024-08-25,804.6,870.0,775.0,814.1,251906
2024-08-26,825.0,856.0,820.3,833.0,163185
2024-08-27,835.0,910.0,835.0,880.0,280949
2024-08-28,897.0,897.0,830.0,833.0,175465
2024-08-29,830.0,859.0,795.2,804.0,145502
2024-09-01,804.0,835.0,788.1,792.0,129664
2024-09-02,792.0,802.0,776.2,776.2,86933
2024-09-03,778.1,789.5,756.0,757.0,68245
2024-09-04,771.0,824.9,747.1,817.0,115818
2024-09-05,833.3,844.7,795.0,805.0,99325
2024-09-08,811.0,818.0,757.1,769.0,81527
2024-09-09,760.0,780.3,747.1,761.0,64676
2024-09-10,771.0,783.0,750.0,753.5,43617
2024-09-11,753.5,760.0,726.2,727.0,73622
2024-09-12,740.0,749.0,716.5,723.0,66897
2024-09-15,736.0,744.9,721.5,732.9,61063
2024-09-16,739.0,770.0,737.0,760.2,60602
2024-09-17,774.0,784.9,739.9,739.9,80241
2024-09-18,730.0,743.9,700.7,708.0,65921
