TimeStamp,o,h,l,c,v
2024-06-02,3796.0,3796.0,3737.0,3750.0,100
2024-06-03,3750.0,3778.0,3740.0,3775.0,216
2024-06-04,3715.5,3778.0,3715.5,3725.0,205
2024-06-05,3730.8,3770.0,3711.1,3711.1,205
2024-06-06,3700.0,3800.0,3700.0,3752.2,500
2024-06-09,3825.0,3970.0,3822.0,3846.0,853
2024-06-10,3875.0,3875.0,3756.2,3756.2,350
2024-06-11,3750.0,3890.0,3750.0,3889.0,504
2024-06-12,3900.0,3900.0,3811.3,3870.0,100
2024-06-13,3920.0,3920.0,3841.0,3870.0,477
2024-06-16,3891.8,3893.9,3684.8,3800.0,1380
2024-06-17,3725.0,3837.5,3724.0,3832.0,544
2024-06-18,3820.0,3850.0,3761.0,3830.0,628
2024-06-19,3839.0,3854.0,3784.0,3785.0,534
2024-06-20,3844.0,4080.0,3839.0,3999.0,1717
2024-06-23,4002.0,4081.0,3975.0,3975.0,1549
2024-06-24,3985.0,4145.2,3975.0,4060.0,1386
2024-06-25,3980.0,4180.9,3979.0,3995.0,635
2024-06-26,4050.0,4129.0,3969.0,3970.5,1136
2024-06-27,4049.0,4050.4,3920.0,3968.0,1060
2024-06-30,3916.1,3993.0,3916.1,3918.0,290
2024-07-01,3918.0,3984.0,3885.0,3890.0,741
2024-07-02,3868.0,3949.0,3868.0,3901.1,566
2024-07-03,3979.0,4136.0,3935.0,4000.0,398
2024-07-04,3950.1,4029.0,3945.0,3954.0,712
2024-07-07,3980.0,3980.0,3880.0,3928.0,230
2024-07-08,4000.0,4000.0,3892.0,3920.0,593
2024-07-09,3851.0,3955.0,3851.0,3921.0,70
2024-07-10,3999.4,3999.4,3875.0,3880.1,261
2024-07-11,3957.5,4111.0,3901.1,4060.0,1565
2024-07-14,4140.0,4140.0,4050.0,4050.0,727
2024-07-15,4000.0,4050.0,3970.0,4050.0,238
2024-07-16,3986.0,3986.0,3950.0,3950.0,185
