TimeStamp,o,h,l,c,v
2024-06-19,190.9,194.8,190.0,193.2,27961
2024-06-20,195.0,203.6,194.0,201.6,35133
2024-06-23,205.0,205.0,197.0,199.0,22934
2024-06-24,200.0,201.0,195.0,196.8,17861
2024-06-25,198.3,213.0,197.1,210.0,123018
2024-06-26,212.0,225.0,205.8,220.2,130458
2024-06-27,224.0,228.0,213.0,215.1,29462
2024-06-30,218.0,218.9,204.0,209.0,50514
2024-07-01,209.0,209.0,201.0,203.8,26561
2024-07-02,203.0,207.0,198.0,200.0,34630
2024-07-03,204.0,209.9,202.2,209.9,28451
2024-07-04,214.0,214.0,200.9,205.7,23854
2024-07-07,205.1,205.1,197.1,201.5,23565
2024-07-08,200.0,208.7,199.0,202.8,15292
2024-07-09,199.0,205.0,199.0,204.0,10108
2024-07-10,208.0,218.0,204.0,209.0,21962
2024-07-11,213.1,213.1,201.2,205.0,18140
2024-07-14,205.0,212.0,205.0,205.0,16221
2024-07-15,205.0,209.0,204.3,205.0,30477
2024-07-16,205.6,209.0,205.0,207.0,13742
2024-07-17,211.0,211.0,200.9,205.0,18407
2024-07-18,209.1,213.0,204.2,205.0,16307
2024-07-21,209.0,213.0,205.4,211.0,29743
2024-07-22,215.2,221.0,212.5,215.9,30620
2024-07-23,220.2,228.0,212.7,213.0,35242
2024-07-24,217.2,225.0,215.0,223.5,81862
2024-07-25,227.9,239.7,227.9,238.6,111239
2024-07-28,241.9,245.0,231.3,236.5,52959
2024-07-29,233.9,237.0,227.0,232.8,50249
2024-07-30,237.0,237.0,220.0,230.0,45249
2024-07-31,230.0,239.3,227.6,238.4,74892
2024-08-01,243.0,247.8,233.3,235.0,63136
2024-08-04,235.0,239.0,231.0,237.0,43342
2024-08-05,241.7,246.5,226.0,234.8,49276
2024-08-06,239.4,241.0,230.0,234.0,56333
2024-08-07,237.0,242.7,229.4,235.0,39265
2024-08-08,239.7,258.5,235.3,258.5,121741
2024-08-11,260.0,273.0,254.8,259.5,90373
2024-08-12,259.9,264.2,245.0,253.0,61700
2024-08-13,253.0,257.0,233.5,237.9,62984
2024-08-14,238.0,248.0,233.0,247.0,61452
2024-08-15,251.9,262.0,238.0,240.0,58021
2024-08-18,242.0,261.0,242.0,261.0,102514
2024-08-19,266.0,286.5,266.0,285.0,147183
2024-08-20,290.7,290.7,275.1,281.9,70353
2024-08-21,285.0,300.9,267.0,295.0,81682
2024-08-22,300.0,312.0,290.0,293.0,84270
2024-08-25,293.0,298.0,284.0,294.0,112342
2024-08-26,299.8,300.0,284.4,286.9,46174
2024-08-27,286.9,295.0,281.3,283.0,37826
2024-08-28,286.0,294.3,267.0,267.0,41171
2024-08-29,272.3,277.0,247.2,255.0,50219
2024-09-01,260.0,276.4,245.0,248.5,26482
2024-09-02,245.2,260.1,241.0,249.0,30731
2024-09-03,253.0,259.0,244.6,246.0,37809
2024-09-04,246.0,270.0,246.0,258.9,55222
2024-09-05,264.0,274.3,248.8,265.0,91348
2024-09-08,268.0,273.3,248.1,256.0,31645
2024-09-09,251.0,259.8,247.0,249.2,21712
2024-09-10,254.1,264.0,245.0,245.0,28518
2024-09-11,249.9,251.9,243.0,243.0,17336
2024-09-12,245.0,251.1,242.6,244.2,17148
2024-09-15,244.0,249.0,241.0,242.4,13773
2024-09-16,242.5,263.0,242.5,254.9,21452
2024-09-17,259.9,267.0,245.4,253.0,25623
2024-09-18,248.0,252.0,242.0,242.0,23881
