TimeStamp,o,h,l,c,v
2024-06-19,537.5,537.5,520.0,529.3,30420
2024-06-20,539.8,539.8,525.1,531.0,25098
2024-06-23,535.0,540.0,532.0,534.9,21639
2024-06-24,534.0,534.0,530.6,533.0,16504
2024-06-25,532.9,532.9,526.1,530.0,18004
2024-06-26,527.0,532.0,525.0,531.7,11520
2024-06-27,530.0,530.0,525.0,528.9,21637
2024-06-30,539.4,539.4,526.0,528.0,15835
2024-07-01,529.0,529.0,521.2,521.9,28362
2024-07-02,528.0,528.0,520.1,522.9,22845
2024-07-03,520.6,528.5,520.6,526.0,9844
2024-07-04,526.0,529.0,520.0,524.0,25334
2024-07-07,523.0,523.0,518.1,520.9,11467
2024-07-08,519.0,519.0,517.1,518.0,15540
2024-07-09,518.0,519.0,511.0,519.0,15298
2024-07-10,529.0,570.0,529.0,537.0,34288
2024-07-11,530.0,538.0,526.4,538.0,23887
2024-07-14,540.0,544.2,536.0,542.0,44284
2024-07-15,542.0,545.0,538.2,541.0,33158
2024-07-16,542.0,542.0,535.5,537.8,23102
2024-07-17,535.1,540.0,534.2,540.0,16393
2024-07-18,540.1,548.7,540.0,548.0,40800
2024-07-21,550.0,556.0,547.7,553.0,83055
2024-07-22,564.0,575.0,558.2,568.0,59158
2024-07-23,569.0,575.0,552.0,560.0,96569
2024-07-24,556.0,573.0,556.0,572.9,44666
2024-07-25,575.0,590.0,571.0,587.2,102276
2024-07-28,592.0,618.0,587.3,610.0,162266
2024-07-29,610.0,621.0,598.0,614.8,131301
2024-07-30,615.4,617.0,600.0,607.5,102363
2024-07-31,615.0,615.0,603.0,615.0,133980
2024-08-01,616.0,620.0,600.0,610.0,216469
2024-08-04,619.0,619.0,600.1,616.9,159802
2024-08-05,629.2,678.5,629.2,678.5,368776
2024-08-06,692.0,700.0,660.0,664.0,332829
2024-08-07,668.0,670.0,650.0,665.0,182913
2024-08-08,668.9,681.8,665.0,677.0,228076
2024-08-11,688.0,688.0,670.0,670.1,278830
2024-08-12,683.5,707.0,683.0,687.9,285021
2024-08-13,690.0,700.5,670.0,673.0,401087
2024-08-14,673.0,686.0,660.0,682.8,268169
2024-08-15,690.0,695.0,675.0,682.0,125871
2024-08-18,690.0,695.0,679.0,692.5,243151
2024-08-19,693.0,705.5,690.3,703.0,232675
2024-08-20,705.0,714.9,698.0,703.0,162399
2024-08-21,717.0,717.0,700.0,703.0,152919
2024-08-22,717.0,720.0,700.0,713.6,239159
2024-08-25,720.0,740.0,716.1,727.0,399125
2024-08-26,725.0,778.5,725.0,770.0,603337
2024-08-27,778.0,790.0,762.2,766.0,180780
2024-08-28,766.0,767.0,737.0,747.0,267998
2024-08-29,761.9,761.9,725.0,726.5,268339
2024-09-01,741.0,761.0,727.2,745.0,292685
2024-09-02,757.5,757.5,726.0,740.0,135538
2024-09-03,744.0,744.0,722.0,727.0,148373
2024-09-04,712.5,745.0,712.5,744.6,127354
2024-09-05,749.0,755.0,732.0,733.1,78177
2024-09-08,747.7,747.7,719.4,723.9,78623
2024-09-09,724.0,728.0,712.0,720.0,77907
2024-09-10,720.0,720.0,690.1,691.9,202281
2024-09-11,691.9,692.0,675.0,692.0,117152
2024-09-12,705.8,705.8,684.0,684.5,78940
2024-09-15,685.0,697.0,680.0,681.0,51121
2024-09-16,678.0,709.0,678.0,705.0,145952
2024-09-17,719.1,720.0,697.1,699.0,127628
2024-09-18,686.0,711.0,686.0,709.0,158207
